_NAME_	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	load	secondary
v000192	0.2394573691	-0.23309836	0.142628153	-0.061806381	-0.003759738	-0.47685505	fac6	
v000193	0.0959500201	0.2290563682	-0.039836389	0.2858947328	0.556704841	0.0602328574	fac5	
v000196	-0.239143806	-0.402360401	-0.579139853	-0.117172529	0.5055058293	0.3362024721	fac3	
v000199	0.0968146249	0.0066250521	0.0658349152	-0.075366673	0.5089514548	-0.001706569	fac5	
v000202	-0.311519241	-0.355042312	0.1191325815	0.0012450735	-0.029475794	-0.975201583	fac6	
v000204	-0.22266534	0.3024038016	0.2775154112	-0.091006562	-0.020374344	-0.173775179	fac2	
v000209	0.2590535243	-0.040412524	-0.238944178	0.5754342671	0.0192114078	-0.112021903	fac4	
v000210	0.44446347	-0.249445536	-0.303064958	-0.108087049	0.1315011055	0.0311571347	fac1	
v000212	0.0741136844	-0.145872165	-0.057323677	1.0357480428	0.0028209285	-0.089285096	fac4	
v000213	0.0128022401	0.0287150553	0.1174455255	-0.08331818	0.5926959518	-0.154142906	fac5	
v000215	0.4184010018	0.0717319483	-0.282121024	-0.045907315	-0.23954066	-0.024037388	fac1	
v000222	0.4119846936	-0.306198912	-0.130813043	-0.284000133	-0.225905542	-0.361884015	fac1	
v000223	0.1458903987	0.1141975816	0.026341028	0.4616905021	0.212074701	-0.376077109	fac4	
v000229	0.0351436325	-0.19390207	0.1550114402	-0.047124926	0.2663431226	-0.264279189		
v000230	-0.194236367	-0.105267217	0.0052321699	-0.125810985	0.5932818683	0.048904218	fac5	
v000232	0.0882230944	1.1061720778	-0.019688682	-0.131854065	0.2004308392	-0.153280075	fac2	
v000233	0.3014337218	0.9545124823	-0.003629885	-0.13999368	0.11789265	-0.20147026	fac2	
v000234	-0.050080013	-0.307494285	0.2349305391	0.027208022	0.0038918799	-0.317894548	fac6	
v000236	0.3009829192	0.1991754498	-0.119341711	-0.108416521	0.0658510303	-0.218252711	fac1	
v000238	0.0488260569	-0.43468455	-0.061687532	0.5696145824	0.1099462331	-0.156623088	fac4	
v000240	-0.275987384	-0.015560744	0.038928759	0.3446265324	0.5074824974	-0.263116189	fac5	
v000241	0.160536672	0.3443330847	0.0421207785	-0.148225392	0.6832438353	-0.169265268	fac5	
v000243	-0.076056639	-0.117845702	0.1994160602	-0.15773961	0.0380575792	-0.548049289	fac6	
v000244	-0.058935615	-0.151801731	-0.182183492	1.1446580922	-0.126722665	-0.307295312	fac4	
v000245	0.4484417142	-0.090016937	-0.581863908	-0.007512223	-0.015892805	-0.112919359	fac3	
v000248	0.3934325627	-0.097198193	-0.444257015	-0.020571868	-0.014219851	-0.242551879	fac3	
v000249	0.1576298479	0.9533558005	-0.20059745	-0.092808288	0.0132064206	-0.038380844	fac2	
v000252	0.2765197019	-0.085404611	-0.579049679	0.0915824854	0.116974686	-0.04135209	fac3	
v000255	0.0912182535	-0.192205364	0.0406652847	-0.295832243	0.1756718273	-0.273543845		
v000257	-0.034050018	0.0795225508	0.3197280432	-0.185145418	0.0992313314	-0.469499916	fac6	
v000258	0.3009784816	-0.087029119	-0.177769669	-0.145068306	0.2763114582	-0.212481598	fac1	
v000259	-0.253982411	0.029658051	0.2360428251	-0.113250508	0.0363805144	-0.75702332	fac6	
v000260	-0.163334443	-0.128467878	0.2704796326	0.0451458399	0.4146236745	-0.094120794	fac5	
v000262	0.1660111814	0.0776455112	-0.149553352	-0.002155493	0.0184699454	-0.427110234	fac6	
v000265	0.0208998424	-0.080203316	-0.194631825	-0.243947701	0.6851078186	0.2532802181	fac5	
v000266	0.0914291125	-0.290445524	0.173426213	-0.031534406	0.0821421047	-0.229851783		
v000269	0.2296366305	-0.03306329	-0.151408115	0.1498688659	0.3299197449	-0.121136959	fac5	
v000270	-0.171249226	-0.162955762	-0.134052644	0.0077938428	0.6089590882	0.2576422393	fac5	
v000275	0.1047980433	-0.180872558	-0.236035871	-0.028283877	-0.251252703	-0.087060228		
v000276	0.2123824142	-0.188012791	-0.086363824	-0.093560312	-0.21383464	-0.140252353		
v000277	-0.237000426	-0.100120651	0.0731518262	1.0827068453	0.1473321548	-0.140850548	fac4	
v000279	-0.066885976	-0.148025402	0.0197146467	-0.206051681	-0.203901017	-0.411371987	fac6	
v000280	0.2191105617	-0.30245073	0.0360971878	-0.159737715	-0.221933437	-0.508317803	fac6	
v000281	-0.005173793	-0.020600677	-0.121371355	-0.03693666	0.5288851975	0.2557764483	fac5	
v000283	0.1702754265	-0.073946778	0.2360857475	-0.230671328	-0.055788778	-0.167054959		
v000288	-0.535564904	-0.042065641	0.1305334845	-0.061805208	-0.003440106	-0.300042221	fac1	
v000291	0.0750100389	-0.059357714	0.1583431733	-0.220210942	-0.178540492	-0.370943249	fac6	
v000293	0.1047342574	-0.154482558	-0.028611849	-0.001965871	-0.133792013	-0.136048373		
v000295	0.0028150686	0.3348604806	-0.094917841	0.0521991946	-0.157451478	0.1073376954	fac2	
v000299	0.3026022182	-0.013422794	-0.030606905	0.2791006501	-0.063649027	-0.030523955	fac1	
v000300	0.1067022164	0.1226353252	0.157476483	0.2902331512	-0.130437906	0.1423651889		
v000311	0.0271491161	0.4687674091	0.4575002591	-0.185270291	0.016147989	-0.093809329	fac2	
v000314	0.3518230548	0.4125986293	0.1070004325	-0.153760939	-0.233945681	-0.087952188	fac2	
v000317	-0.121881094	-0.375249964	-0.304460046	-0.232297342	0.2677933208	0.4535983494	fac6	
v000318	-0.161680207	0.268204469	-0.049782494	-0.092053532	-0.237005705	0.3861831359	fac6	
v000322	0.0321196348	-0.122858552	0.1226769971	-0.104843072	0.0340995588	0.2817134709		
v000325	-0.142511824	-0.282522843	0.0737676653	0.570844782	0.1479182185	-0.113900008	fac4	
v000326	-0.202251705	0.1511656459	-0.097831364	-0.138376278	-0.247753627	0.2842718533		
v000328	-0.472791198	0.0003381863	0.1154412187	-0.013082619	0.030568494	-0.274770718	fac1	
v000329	-0.151271227	-0.100574185	0.2759321652	0.1272808475	-0.189856087	-0.040515621		
v000331	0.1721084478	-0.081951057	-0.254647264	-0.174083913	-0.473978551	0.0221876396	fac5	
v000333	-0.198521726	-0.138151262	-0.059796804	-0.242416372	0.1340934971	0.2836954161		
v000337	0.2053888531	0.0892124465	0.0244293668	-0.133941001	-0.10576867	0.2526036869		
v000349	-0.01169712	-0.149302736	0.0478140687	0.696457537	-0.035554719	0.0436770043	fac4	
v000353	-0.012553973	0.0170002024	0.2416304933	0.770336677	0.101626774	0.0619642313	fac4	
v000356	-0.010612159	-0.10534913	0.0360653799	0.0808981007	-0.467871463	0.430333348	fac5	
v000361	-0.03009554	-0.117218249	0.0046413124	-0.111191226	-0.020360318	0.3210822865	fac6	
v000363	0.1181894699	-0.203938066	-0.220106484	0.1145702639	-0.086081596	0.3640876494	fac6	
v000364	-0.271054204	0.1835774081	0.1164783734	-0.174401166	-0.373486615	0.429642584	fac6	
v000366	-0.224817114	-0.084478853	0.3700053842	0.1724938335	-0.458756421	0.0909298849	fac5	
v000367	-0.048943872	0.1669635542	0.0272386673	0.0728732891	-0.145197738	0.2788379638		
v000368	0.2446186395	0.0514977826	-0.238216726	0.0491665133	-0.288185821	0.2248814427		
v000369	-0.082591889	-0.083505452	0.3379521025	-0.127672307	-0.065123044	0.3133708483	fac3	
v000371	-0.044799982	-0.037459826	-0.197206026	-0.13898859	-0.055374583	0.1329312817		
v000373	-0.025556015	0.1220404655	0.3106579165	-0.124308091	-0.108276503	0.4088312476	fac6	
v000374	-0.181043023	-0.238554966	0.2191927894	-0.207700456	0.0856685996	0.2234880257		
v000375	-0.161945663	-0.048590827	0.330860857	-0.078978527	-0.172624998	-0.043519335	fac3	
v000379	-0.028801213	-0.125813103	0.0144547446	-0.127964927	0.0327545881	0.2068539123		
v000380	0.1445425103	-0.013030491	-0.070004246	0.2732699686	0.0181581183	0.4197658479	fac6	
v000381	0.0053219601	-0.117122218	-0.044504688	-0.259874684	-0.144411015	0.5048912114	fac6	
v000386	-0.333092904	0.1234083031	0.3824393076	-0.055683767	0.2099360288	0.1979920955	fac3	
v000387	-0.187928877	-0.062631491	0.1504446101	0.7729841464	-0.180685399	0.1583769594	fac4	
v000388	0.1983584325	0.296763138	0.0589968788	-0.127030771	0.1032949478	0.4314411116	fac6	
v000391	-0.09472649	-0.274422119	0.5584737771	0.4649430372	-0.152663487	0.1049447732	fac3	
v000396	0.1150923784	-0.076065079	-0.039595244	0.2272953086	-0.106246085	0.2348473945		
v000401	-0.257293307	0.0602018212	-0.031437645	-0.150889796	-0.385442816	0.1982967572	fac5	
v000406	-0.002408237	-0.045003755	0.1101757044	-0.012770822	-0.10493438	0.5255115209	fac6	
v000407	0.2126773164	0.2492507838	-0.035944477	0.062170413	-0.257382325	0.3260101835	fac6	
v000409	-0.162278335	-0.172852115	0.1569721388	-0.216945436	0.0365192695	0.502060992	fac6	
v000416	0.1096816315	-0.340405732	-0.030953165	0.289443075	-0.215712983	0.333913242	fac2	
v000419	-0.050404301	0.113770323	0.1906290981	0.1777775149	0.0903435426	0.3488817918	fac6	
v000421	0.1268662754	0.0757669135	0.0969211635	-0.197978397	-0.262328545	0.2140608586		
v000426	0.1471962885	0.0494869732	0.0745712676	0.2019007341	-0.294813101	0.3552314946	fac6	
v000427	-0.097377914	0.0786572258	0.0605805829	-0.041005146	-0.661404666	0.4050953133	fac5	
v000435	-0.56699752	-0.170324002	0.2202205657	-0.224715244	-0.029169268	0.485913409	fac1	
v000436	-0.485181573	-0.158414198	0.1597755757	-0.175433908	-0.273822865	0.4406342717	fac1	
v000440	0.0252611053	0.1614323159	0.0724193631	0.0850048901	-0.149844961	0.1468589969		
v000442	-0.103098085	0.2822235479	0.1927052878	-0.064730448	-0.348620281	0.3834380578	fac6	
v000448	0.127930171	0.2866427707	0.0447589169	0.0318493529	-0.220849554	0.268847408		
v000449	-0.057097365	1.0545787433	0.271721549	-0.20483095	0.0527845447	0.3190294661	fac2	
v000450	-0.446173457	-0.122216793	0.2907163439	-0.02239328	-0.394661674	0.131304357	fac1	
v000453	-0.104092033	-0.125074677	0.1380019145	-0.03405512	-0.298831237	0.1130540577		
v000454	-0.250685262	-0.13166959	0.0621041549	-0.22326853	-0.322464857	-0.176798118	fac5	
v000456	0.1740205077	0.0696683424	-0.011977915	-0.043947131	-0.222436561	0.2452899956		
v000463	-0.14048451	-0.032806253	0.2944500992	-0.055984034	-0.289236227	0.5717490528	fac6	
v000467	-0.020474337	-0.124848273	-0.040103962	-0.076289233	-0.128885713	0.1922972881		
v000468	-0.00181514	0.0417191835	0.1647242444	-0.352553293	0.004782125	0.1991496692	fac4	
v000469	-0.18342113	0.1131087743	0.443902785	-0.065633662	0.1532202918	0.3405543326	fac3	
v000470	-0.333102951	0.0192025886	0.0451352411	0.1745519947	-0.233235611	0.4255993164	fac6	
v000473	-0.53736948	-0.259504107	0.2371167155	0.1439907108	-0.264469278	0.0458701904	fac1	
v000474	-0.102296595	0.4356430792	0.5609481523	-0.012150959	0.0437063853	-0.138688346	fac3	
v000480	-0.072970143	0.2378131238	0.1277651697	-0.19065893	-0.231024297	0.2381581156		
v000484	-0.372530634	-0.001377576	0.3837200129	-0.014028263	-0.020984557	0.1178217895	fac3	
v000487	-0.439093286	-0.147004859	0.128974989	0.3776608696	-0.177382446	0.0245658479	fac1	
v000489	-0.190703006	0.0962412696	0.0619411612	0.8390947136	-0.224555699	0.0901993361	fac4	
v000490	-0.243877887	-0.018102707	0.1200414091	-0.001174325	-0.742334705	0.1752732959	fac5	
v000493	-0.260740515	-0.062808629	0.0976087705	-0.161062801	0.1364211875	0.5286595608	fac6	
v000495	-0.138418053	0.0850815343	0.1118710392	0.7280548966	-0.205729583	0.2054733349	fac4	
v000497	0.0447372428	0.4380101086	0.1309310073	-0.085718767	-0.004535808	0.0968651787	fac2	
v000499	-0.356146428	-0.098302147	0.4523224115	-0.011433136	0.1345548692	-0.0702047	fac3	
v000501	-0.081907826	0.2459601574	0.1644203954	-0.032903244	-0.079970797	0.0555058702		
v000502	-0.219454059	-0.072982833	0.1957945044	-0.248111223	-0.165636099	0.330760716	fac6	
v000507	-0.120546436	-0.114348937	-0.130468872	-0.124142968	0.3139257711	0.4045928576	fac6	
v000509	0.1031070175	-0.290231014	0.0478472328	-0.112273649	-0.352427947	0.0042559946	fac5	
v000518	0.0737703198	0.0232522748	0.1012009696	-0.038977995	-0.340080944	-0.006151317	fac5	
v000519	-0.118294057	-0.11635239	0.0170411253	-0.203007326	-0.198804116	0.070758888		
v000521	-0.370402365	0.0375307459	-0.080869499	-0.122811128	-0.006963892	-0.042409419	fac1	
v000529	-0.482528014	0.0519944407	0.3560920851	-0.110089304	-0.127673803	-0.014929599	fac1	
v000531	0.0446114994	-0.226939268	-0.013148015	0.4677869442	-0.04320634	0.260750473	fac4	
v000532	-0.419599038	-0.179958341	0.0620450719	-0.005728756	-0.132772669	-0.002865532	fac1	
v000537	0.0424362922	0.0738165927	-0.042039521	0.0276786709	-0.187458501	0.202026181		
v000542	0.0420473633	-0.180155669	-0.056637705	0.0390927471	-0.409028004	-0.026784526	fac5	
v000545	-0.160181808	-0.093939653	-0.23593068	-0.095535122	-0.131320162	0.2298242692		
v000547	-0.148804775	0.0545882063	0.0163896162	-0.092446508	0.0526006691	0.1831498675		
v000549	-0.01158517	-0.007515892	-0.098675573	-0.021865123	0.1983584888	-0.023170284		
v000550	-0.113778696	0.5735712975	-0.164827061	-0.036278708	-0.068162999	0.1297803423	fac2	
v000555	0.1509436244	-0.21555285	-0.104189539	-0.085828933	-0.28269763	-0.083702636		
v000557	0.0691090085	-0.006729103	-0.06556528	-0.162472056	-0.310950182	-0.125682885	fac5	
v000558	0.1002376165	0.1368623695	-0.420511264	-0.006980964	-0.294539349	0.2669071871	fac3	
v000567	0.2296390923	-0.099803773	0.0105289518	-0.022486643	-0.322545275	-0.124157383	fac5	
v000568	0.0092499386	0.0763068091	0.1638016953	0.0471278383	0.0585207327	-0.097044207		
v000570	-0.11680063	-0.120281509	-0.026212751	-0.026831002	-0.109409523	-0.095722253		
v000571	0.0532236767	-0.075789613	-0.114592337	-0.026374199	-0.216092997	0.1071386693		
v000573	0.1863087906	0.0628462565	-0.236434736	0.0764061644	0.0508333338	0.121806535		
v000582	0.1661729191	-0.010387734	-0.067496233	0.2224641994	-0.169700596	-0.034798106		
v000583	-0.337649293	0.0295438848	0.0168562966	-0.008548438	0.0686717571	-0.238657511	fac1	
v000585	-0.203107321	-0.219034675	0.0747993637	0.0456701442	-0.013841126	-0.259670194		
v000586	-0.243685351	0.107699931	0.2269433039	0.1966001512	0.2420456416	0.0525676928		
v000587	-0.298062053	-0.160494643	-0.031609257	-0.125828981	-0.234896895	-0.27975837		
v000592	-0.495502181	-0.155952943	-0.447696732	-0.154963269	0.359719956	0.2949003006	fac1	
v000597	-0.581579886	-0.062790135	-0.124846736	0.111435072	0.0093679098	-0.029460997	fac1	
v000607	-0.118364363	0.1121504322	-0.176219085	0.1713325381	0.1127218784	0.1015939465		
v000611	0.2127158562	0.0010035146	-0.399085589	0.0386060815	-0.212932453	-0.060714639	fac3	
v000613	0.1568631067	0.2577490653	-0.110842764	-0.139826245	-0.041613428	-0.114037295		
v000616	-0.252693195	-0.035635777	0.0876083409	-0.159143696	-0.07357626	-0.443667909	fac6	
v000620	-0.185922048	-0.050374106	0.0001649682	-0.033682576	0.0375421939	-0.381582322	fac6	
v000621	-0.072451057	0.0771428987	-0.341883423	-0.128607544	-0.050542497	-0.02697029	fac3	
v000624	-0.052334891	-0.021311371	0.0563502045	0.0299648162	-0.203466262	-0.133911832		
v000626	-0.324231176	0.1299455914	-0.1822878	-0.054746035	0.2945674728	0.0400568658	fac1	
v000631	0.1211932937	-0.296484963	-0.656055309	-0.056508047	-0.09212182	-0.193454368	fac3	
v000640	-0.045446307	0.5683612632	-0.073169896	-0.05828274	0.0013543394	0.0027178782	fac2	
v000642	0.0032745993	0.0521449369	-0.23196051	0.1023748037	-0.094443879	0.0110239912		
v000645	-0.089040475	-0.099637329	-0.542815657	-0.166651403	0.1046173774	0.1295152266	fac3	
v000653	-0.381528302	0.0585747855	-0.004544621	-0.111604207	-0.105361812	-0.177553227	fac1	
v000664	-0.20234227	-0.128153107	-0.4400562	0.0281811721	0.312670362	-0.087524546	fac3	
v000666	0.0007819298	0.0942933963	-0.018351574	-0.071345891	0.15418316	-0.288475718		
v000667	-0.244402921	0.0366236884	-0.17766117	-0.038662211	-0.038703031	-0.453509292	fac6	
v000673	-0.052147997	-0.068315635	-0.372323286	-0.248484341	0.1524104224	0.2151390414	fac3	
v000676	-0.09964555	0.074314688	-0.14014862	-0.006011849	-0.007251273	-0.155456196		
v000683	-0.104247097	0.3612475563	0.178254994	-0.22786585	0.2606292279	-0.110416815	fac2	
v000687	-0.196499565	-0.085086261	-0.139696667	-0.065837676	-0.120994544	-0.424905507	fac6	
v000689	-0.251014006	0.181926796	-0.117450417	-0.125489533	0.3420772537	-0.083516531	fac5	
v000691	-0.082798971	-0.006190611	-0.053680634	-0.046528646	0.0878421923	-0.360763502	fac6	
v000692	-0.000076897	0.0129797588	-0.165798296	-0.015082904	-0.047832926	-0.156922995		
v000698	0.0663826936	0.0001051383	-0.23020837	0.4589167446	0.1240920219	-0.22880263	fac4	
v000701	-0.019246811	0.2053153269	-0.051888823	0.0006112697	0.527154055	-0.243231709	fac5	
v000708	0.3520345808	0.1968096103	-0.346791024	-0.040432545	-0.10853804	-0.141018042	fac1	
v000709	-0.043546313	0.0216359838	-0.263591918	0.0388518714	0.3147895987	-0.166712957	fac5	
v000710	-0.169420191	0.6939165591	-0.161731943	-0.095902347	0.2357661231	-0.109278555	fac2	
v000715	-0.070906201	0.0690934776	-0.218480951	0.135559342	0.3618256423	-0.181586205	fac5	
v000717	-0.027330263	0.69478492	0.0164083775	-0.184360925	0.3294661271	-0.276233761	fac2	
v000725	-0.041075364	-0.007776885	-0.300213968	-0.013271902	0.1608356859	-0.298740869	fac3	
v000738	-0.031681944	0.0778826936	-0.196827509	0.3249911638	0.1802256226	-0.21958925	fac4	
v000746	0.1352576993	0.1102558864	-0.381479154	0.0937450018	-0.018031211	-0.382084978	fac6	
v000753	-0.113803179	-0.135206791	-0.264537863	0.0180970932	0.0577178165	-0.491963006	fac6	
v000759	-0.167378077	0.0741718157	-0.050009581	-0.089803036	-0.175925348	-0.101689239		
v000766	-0.00391128	-0.062725455	-0.477803906	-0.147972382	0.1618638243	-0.348389311	fac3	
v000770	0.0486173412	0.1214811256	-0.404484478	-0.00081394	0.0027215372	-0.228235017	fac3	
v000781	-0.380759789	-0.111754722	-0.110405571	-0.128027018	-0.038349233	-0.60390591	fac6	
v000782	0.0286473636	-0.026833661	-0.63811737	-0.11000687	0.0489430112	-0.04389585	fac3	
v000787	-0.162956641	-0.05041327	-0.302244104	-0.113756093	0.0411454899	-0.119067972	fac3	
v000790	-0.203317745	0.0842205652	-0.205983094	-0.164694103	0.2104261992	-0.170457681		
v000798	-0.0158331	-0.101556133	-0.230078211	-0.103464243	-0.051604936	-0.493757273	fac6	
v000803	0.0850254009	-0.06892925	-0.704511207	-0.032129709	0.0264774424	-0.316326311	fac3	
v000804	-0.171039258	-0.089119241	-0.634361863	-0.137954303	0.2595107643	-0.139867806	fac3	
v000807	-0.060242457	0.008906385	-0.534841518	-0.066896479	0.0893495082	-0.265957164	fac3	
v000810	0.0032260735	0.1914232255	-0.27119058	0.207670952	0.0926193793	-0.236357198		
v000811	-0.125583144	-0.033763214	-0.45587025	0.2284573533	0.0685833531	-0.226108721	fac3	
v000814	0.2290688163	0.2206816828	-0.21536368	0.3121517643	0.0006709263	-0.174340411	fac4	
v000818	-0.209791887	-0.070312577	-0.045977494	-0.158112552	0.0398379776	-0.582808114	fac6	
v000829	-0.23568019	0.3920338014	-0.472722575	-0.120374271	0.0750883334	-0.189621654	fac3	
v000831	-0.083111155	0.0816106976	-0.115790474	0.1348408112	0.1040874976	-0.232641131		
v000835	-0.122788537	-0.12158947	-0.39428424	-0.002868371	-0.024134516	-0.417871245	fac6	
v000836	-0.09985806	0.2173286127	-0.012150491	0.1084598929	0.4970793488	-0.276778469	fac5	
v000850	-0.426059604	0.0647262041	-0.241020303	-0.07664571	0.1936057668	-0.35583988	fac1	
v000852	-0.123692291	0.1593821935	-0.112940969	0.1686482293	-0.080638705	-0.20709166		
v000853	-0.102777477	0.0397537167	-0.352662317	-0.128592777	-0.383014839	-0.142338111	fac5	
v000855	-0.111674658	0.452992281	-0.089119676	-0.146203139	-0.076187871	-0.127445367	fac2	
v000858	-0.27241108	-0.038522012	-0.150892317	0.1403932815	-0.075291908	-0.111029456		
v000860	-0.095239081	0.1265442366	-0.23870662	-0.114329313	-0.201936871	-0.343551378	fac6	
v000861	-0.044601476	0.1966567293	-0.415381246	-0.098901351	-0.200256725	0.0380261327	fac3	
v000863	-0.409223813	-0.166465472	-0.464818525	-0.171689098	0.2868147153	0.1744311926	fac3	
v000872	-0.179581548	0.0491334243	-0.188551983	-0.051222711	-0.333966228	-0.167605543	fac5	
v000879	-0.331671765	-0.134260873	-0.317261381	-0.050780262	0.0192303749	-0.289941781	fac1	
v000884	-0.322023431	-0.018392108	-0.345279387	-0.141183507	-0.004814198	0.0278576882	fac3	
v000887	-0.020560461	0.7173886555	-0.171033863	-0.04506714	0.0003897186	-0.059662348	fac2	
v000896	-0.19363126	0.0717746869	-0.052361181	-0.119856886	-0.169264576	-0.434448999	fac6	
v000899	-0.031057288	0.0418540536	-0.145506366	-0.165586826	-0.182368145	-0.256528619		
v000901	-0.12130701	0.0267887232	-0.034995429	-0.139697315	-0.113493441	-0.348006146	fac6	
v000910	-0.471864682	0.0237517393	-0.17544977	-0.054225627	-0.145174324	-0.210068796	fac1	
v000919	-0.28770442	0.232116577	-0.285627438	0.0151057969	-0.219452687	0.0624130645		
v000921	0.1699300146	-0.064834403	-0.320181703	-0.122141412	-0.241172491	-0.066118219	fac3	
v000922	-0.22527361	-0.036881411	-0.019936758	-0.134920161	-0.088584431	-0.255225566		
v000923	-0.275662208	0.0903011467	-0.117101588	0.0203557285	0.235455466	-0.007999937		
v000927	-0.415150682	0.0738488922	-0.148586912	-0.161709581	0.1336850672	0.0069430262	fac1	
v000928	-0.213118761	0.1961116173	-0.176102081	-0.074914411	0.0005059633	-0.105616842		
v000942	-0.237335658	0.0170588073	-0.014159504	-0.126366477	0.0889187965	0.0586587937		
v000945	0.1949712239	0.0685495745	-0.183305346	-0.06252414	-0.188739461	0.0760868444		
v000947	-0.201161853	0.3713461005	-0.162587565	-0.131362479	-0.028241565	0.0820383483	fac2	
v000950	-0.224366674	-0.050074029	0.0231045406	-0.056446609	-0.143492193	-0.038747759		
v000951	-0.079581055	0.2931895867	0.1431925446	-0.209601435	-0.087099318	0.0349666723		
v000952	-0.294030887	-0.084960936	0.1265291924	-0.053716313	-0.104949556	-0.191157577		
v000954	-0.1030043	0.2268927686	-0.181308374	0.023786591	-0.045055082	0.0469277135		
v000956	-0.146597862	0.1729614943	0.0376229614	-0.165602387	0.0749234342	-0.155822504		
v000957	-0.167449835	0.0923933349	-0.130406423	0.6632862908	-0.13565177	0.0968960031	fac4	
v000966	-0.226282207	0.0378326834	0.0996435923	-0.136041153	-0.012996324	-0.046397647		
v000968	-0.122381372	0.2443161038	-0.139574959	-0.046105231	-0.068021827	0.0689286011		
v000969	0.11872904	0.3932948516	-0.120912277	-0.113069237	-0.012299471	-0.011762649	fac2	
v000971	-0.087916407	-0.020697356	-0.221346425	-0.229127781	-0.037858014	0.2819549786		
v000976	-0.440389435	-0.024858738	0.0713451246	-0.017093026	-0.066397178	-0.070560775	fac1	
v000982	-0.207306498	0.2550893369	0.3596102581	-0.291247318	0.0431949085	0.0139012429	fac3	
v000989	-0.154123776	0.2712299228	0.0204345359	-0.136171258	0.1322104894	0.1533120035		
v000990	-0.221314855	0.1054866545	-0.075647394	-0.019388433	-0.134145228	0.1614449474		
v000997	-0.191255552	-0.025369357	0.0585496907	-0.06401828	-0.120280297	0.0293980392		
